,0,1,2,3
UMODL1,43483004,43483004,+,chr21
SAMD9L,92777682,92777682,-,chr7
UBE2U,64669306,64669306,+,chr1
PAWR,80084795,80084795,-,chr12
TGIF1,3450175,3450175,+,chr18
MIEF2,18163976,18163976,+,chr17
NAP1L5,89618980,89618980,-,chr4
NIM1K,43192327,43192327,+,chr5
CD19,28943297,28943297,+,chr16
ERICH5,99076796,99076796,+,chr8
OR2T8,248084320,248084320,+,chr1
NR2C2,14989091,14989091,+,chr3
GPR4,46105463,46105463,-,chr19
ACOT4,74058856,74058856,+,chr14
OLIG3,137815531,137815531,-,chr6
PTRF,40575274,40575274,-,chr17
OR2G3,247768888,247768888,+,chr1
ARIH2,48956298,48956298,+,chr3
RBM44,238707425,238707425,+,chr2
ZBTB33,119384667,119384667,+,chrX
OR2G2,247751662,247751662,+,chr1
ZBED2,111314193,111314193,-,chr3
VCX2,8139308,8139308,-,chrX
IRX3,54320699,54320699,-,chr16
ST8SIA3,55018044,55018044,+,chr18
RPRM,154335276,154335276,-,chr2
OR2B11,247615284,247615284,-,chr1
SLC25A22,798267,798267,-,chr11
RABEP2,28936541,28936541,-,chr16
NHLH2,116383747,116383747,-,chr1
ATOX1,151138169,151138169,-,chr5
FAM187B,35719583,35719583,-,chr19
TBL1XR1,176915248,176915248,-,chr3
SAMD12,119634184,119634184,-,chr8
CD163,7656373,7656373,-,chr12
C18orf32,47013604,47013604,-,chr18
PIDD1,809529,809529,-,chr11
RP11-512C24.3,74993252,74993252,-,chr13
ZNF491,11909338,11909338,+,chr19
RPLP2,809968,809968,+,chr11
JUN,59249719,59249719,-,chr1
CSTF2T,53459355,53459355,-,chr10
PGBD5,230561475,230561475,-,chr1
C12orf54,48876281,48876281,+,chr12
GBA,155211034,155211034,-,chr1
ACAD9,128598463,128598463,+,chr3
IL17RA,17565890,17565890,+,chr22
PNPLA2,818914,818914,+,chr11
MBOAT4,30002181,30002181,-,chr8
C2orf57,232457575,232457575,+,chr2
AGTRAP,11796193,11796193,+,chr1
CD163L1,7521988,7521988,-,chr12
SRRM3,75831226,75831226,+,chr7
THAP5,108210150,108210150,-,chr7
DEFB114,49931876,49931876,-,chr6
CRACR2B,830476,830476,+,chr11
SUMO4,149721363,149721363,+,chr6
MAGEB10,27826107,27826107,+,chrX
DNAJC28,34864022,34864022,-,chr21
OR4F4,102463298,102463298,-,chr15
NAALADL2,174158785,174158785,+,chr3
CD151,832952,832952,+,chr11
POLR2L,842529,842529,-,chr11
FAM20C,192571,192571,+,chr7
PVRL3,110790672,110790672,+,chr3
SLC35G5,11188397,11188397,+,chr8
ANXA2R,43040033,43040033,-,chr5
TMEM94,73452731,73452731,+,chr17
FLII,18162052,18162052,-,chr17
SOX12,306547,306547,+,chr20
HNRNPA0,137090052,137090052,-,chr5
YIPF7,44653642,44653642,-,chr4
FAM87B,752751,752751,+,chr1
RP5-1061H20.4,229406789,229406789,-,chr1
MYOZ1,75401232,75401232,-,chr10
TMEM78,229385383,229385383,+,chr1
KCNJ10,160039950,160039950,-,chr1
CHID1,910810,910810,-,chr11
PCDHB9,140566735,140566735,+,chr5
ZNF620,40547599,40547599,+,chr3
ZNF518A,97889813,97889813,+,chr10
TMEM187,153238205,153238205,+,chrX
SVBP,43283066,43283066,-,chr1
ZNF619,40518637,40518637,+,chr3
CCDC184,48577432,48577432,+,chr12
AP3S1,115177643,115177643,+,chr5
GRB2,73401755,73401755,-,chr17
ZBTB41,197169672,197169672,-,chr1
UBE2N,93835723,93835723,-,chr12
ARL6IP6,153575134,153575134,+,chr2
ZNF354C,178487374,178487374,+,chr5
CAPZA3,18891053,18891053,+,chr12
MAMDC4,139746798,139746798,+,chr9
CENPBD1,90038895,90038895,-,chr16
ODF3,196770,196770,+,chr11
BET1L,207391,207391,-,chr11
RPS27,153963238,153963238,+,chr1
RIC8A,207712,207712,+,chr11
IMP3,75932565,75932565,-,chr15
ASB8,48551280,48551280,-,chr12
LCN15,139658970,139658970,-,chr9
ODF3B,50970586,50970586,-,chr22
DPY19L2,64062256,64062256,-,chr12
SPATA31E1,90497792,90497792,+,chr9
C2orf73,54558021,54558021,+,chr2
GPR150,94955791,94955791,+,chr5
TSPYL6,54483366,54483366,-,chr2
LRRC75B,24989035,24989035,-,chr22
DMAP1,44679143,44679143,+,chr1
ADAMTSL1,18474151,18474151,+,chr9
FAM26E,116832833,116832833,+,chr6
IMPDH2,49066831,49066831,-,chr3
ALS2CL,46735169,46735169,-,chr3
MLF1,158288983,158288983,+,chr3
PRSS42,46875585,46875585,-,chr3
NDUFAF3,49059554,49059554,+,chr3
C2orf69,200776016,200776016,+,chr2
GRAMD1C,113557736,113557736,+,chr3
STAP2,4338822,4338822,-,chr19
HTR3C,183770835,183770835,+,chr3
TSSK6,19626975,19626975,-,chr19
BOLA1,149871150,149871150,+,chr1
PDE4DIP,145039956,145039956,-,chr1
DDX10,108535796,108535796,+,chr11
RP11-998D10.4,21576202,21576202,+,chr14
GOLGA8Q,30844281,30844281,+,chr15
PPP1R42,67940783,67940783,-,chr8
NDUFV2,9102729,9102729,+,chr18
FAM27L,21825297,21825297,+,chr17
DALRD3,49056013,49056013,-,chr3
ZNF114,48774630,48774630,+,chr19
ZNF518B,10459050,10459050,-,chr4
AMER3,131513113,131513113,+,chr2
SPINK6,147582637,147582637,+,chr5
ZNF366,71803237,71803237,-,chr5
LCORL,18023378,18023378,-,chr4
PARD6G,78005397,78005397,-,chr18
ZNF454,178368212,178368212,+,chr5
SH2B1,28875169,28875169,+,chr16
ZC3H12D,149806150,149806150,-,chr6
KDELC2,108369111,108369111,-,chr11
PLEC,145013765,145013765,-,chr8
SH2D4B,82297658,82297658,+,chr10
RNF212,1107340,1107340,-,chr4
PRSS36,31161387,31161387,-,chr16
ZNF543,57831855,57831855,+,chr19
TMEM151B,44238187,44238187,+,chr6
GALNT11,151722864,151722864,+,chr7
SLITRK1,84456472,84456472,-,chr13
C9orf62,138235095,138235095,+,chr9
AP000345.1,23829167,23829167,-,chr22
WDR6,49044832,49044832,+,chr3
PRM3,11367486,11367486,-,chr16
TNP2,11363182,11363182,-,chr16
SPAG11A,7705398,7705398,+,chr8
GEN1,17935417,17935417,+,chr2
TMPRSS9,2396176,2396176,+,chr19
AQP11,77300998,77300998,+,chr11
TMEM11,21117474,21117474,-,chr17
ZNF354B,178287001,178287001,+,chr5
KCNG2,77623668,77623668,+,chr18
SHISA3,42399505,42399505,+,chr4
OR2D3,6942205,6942205,+,chr11
CALML3,5565972,5565972,+,chr10
CALML5,5541533,5541533,-,chr10
ZFAND2A,1199832,1199832,-,chr7
PLEKHM3,208890251,208890251,-,chr2
ZNF223,44556189,44556189,+,chr19
HTR1A,63258119,63258119,-,chr5
CCDC185,223566759,223566759,+,chr1
FAM220A,6388598,6388598,-,chr7
DNAJC22,49740719,49740719,+,chr12
NEUROG2,113437336,113437336,-,chr4
CEP295NL,76899283,76899283,-,chr17
BEND3,107436719,107436719,-,chr6
RP11-567M16.3,77439745,77439745,-,chr18
NT5DC1,116422016,116422016,+,chr6
LINC00843,51732523,51732523,+,chr10
GLDC,6645724,6645724,-,chr9
COX14,50506019,50506019,+,chr12
LINC00314,29385682,29385682,+,chr21
MCMDC2,67783006,67783006,+,chr8
TUBAL3,5446791,5446791,-,chr10
P4HTM,49027674,49027674,+,chr3
UCN3,5406956,5406956,+,chr10
DTX3,57998607,57998607,+,chr12
KLHL11,40021676,40021676,-,chr17
AMBN,71457973,71457973,+,chr4
CTXN1,7991009,7991009,-,chr19
SLC25A20,48936295,48936295,-,chr3
CA8,61193959,61193959,-,chr8
CD28,204571362,204571362,+,chr2
ERBB4,213403906,213403906,-,chr2
MAF,79634631,79634631,-,chr16
CTNNBIP1,9970313,9970313,-,chr1
OR6B3,240985489,240985489,-,chr2
DEFB125,68313,68313,+,chr20
PSAPL1,7436635,7436635,-,chr4
OTOS,241080074,241080074,-,chr2
GTPBP6,229190,229190,-,chrX
ERN1,62207501,62207501,-,chr17
GPR35,241564924,241564924,+,chr2
C10orf53,50887700,50887700,+,chr10
CSRNP3,166326208,166326208,+,chr2
ZNF713,55955149,55955149,+,chr7
PARP10,145060616,145060616,-,chr8
DYNAP,52258476,52258476,+,chr18
SUZ12,30264026,30264026,+,chr17
NSUN3,93781905,93781905,+,chr3
KCTD12,77460540,77460540,-,chr13
DHFRL1,93781760,93781760,-,chr3
GRINA,145064269,145064269,+,chr8
THBD,23030304,23030304,-,chr20
GP5,194118690,194118690,-,chr3
LMO7DN,76445174,76445174,+,chr13
COX5A,75230385,75230385,-,chr15
STX19,93747441,93747441,-,chr3
FAM132B,239067611,239067611,+,chr2
FAM219B,75199157,75199157,-,chr15
ZHX2,123794001,123794001,+,chr8
CPN2,194072031,194072031,-,chr3
CPNE7,89642166,89642166,+,chr16
C5orf46,147286101,147286101,-,chr5
CD300LB,72527613,72527613,-,chr17
GDPD4,77012732,77012732,-,chr11
RIIAD1,151693998,151693998,+,chr1
MPI,75182393,75182393,+,chr15
H1FOO,129262057,129262057,+,chr3
TRIM73,75024337,75024337,+,chr7
OPLAH,145115595,145115595,-,chr8
TMEM52,1850718,1850718,-,chr1
TMEM139,142982051,142982051,+,chr7
RNF186,20141771,20141771,-,chr1
EFCAB13,45401321,45401321,+,chr17
MSC,72756110,72756110,-,chr8
APOLD1,12938593,12938593,+,chr12
FAM101A,124779639,124779639,+,chr12
EXOSC4,145133575,145133575,+,chr8
DPY19L3,32896676,32896676,+,chr19
TAF7,140700351,140700351,-,chr5
ZNF852,44552108,44552108,-,chr3
FOXE1,100615513,100615513,+,chr9
PFAS,8152607,8152607,+,chr17
HYI,43919580,43919580,-,chr1
C17orf62,80408628,80408628,-,chr17
TPRX1,48322308,48322308,-,chr19
LGALS7B,39279842,39279842,+,chr19
ZNF552,58326281,58326281,-,chr19
SMIM10L2A,134555909,134555909,+,chrX
GAK,926104,926104,-,chr4
ZBTB7A,4066860,4066860,-,chr19
TUFM,28857656,28857656,-,chr16
ERICH3,75139356,75139356,-,chr1
RMI1,86595740,86595740,+,chr9
CTC1,8151372,8151372,-,chr17
FBXO34,55738139,55738139,+,chr14
LINC00324,8127361,8127361,-,chr17
SEPW1,48281960,48281960,+,chr19
EIF3K,39109834,39109834,+,chr19
MRFAP1L1,6711592,6711592,-,chr4
SNX18,53813589,53813589,+,chr5
EXD1,41522955,41522955,-,chr15
AURKB,8113893,8113893,-,chr17
TAS1R2,19186176,19186176,-,chr1
C14orf39,60952749,60952749,-,chr14
MRFAP1,6642412,6642412,+,chr4
C3orf38,88199110,88199110,+,chr3
KLHDC7A,18807507,18807507,+,chr1
RP11-363G10.2,51942963,51942963,+,chrX
TMEM107,8079698,8079698,-,chr17
EXOC3L1,67224010,67224010,-,chr16
TRIML2,189030757,189030757,-,chr4
RCC2,17765032,17765032,-,chr1
OR13D1,107456703,107456703,+,chr9
IGSF22,18747735,18747735,-,chr11
C9orf50,132383055,132383055,-,chr9
ZFP42,188916925,188916925,+,chr4
CTD-2527I21.15,35596873,35596873,+,chr19
CCDC89,85397185,85397185,-,chr11
C9orf106,132083295,132083295,+,chr9
FAM133A,92929228,92929228,+,chrX
DPM3,155113007,155113007,-,chr1
C12orf42,103835373,103835373,-,chr12
CYC1,145149980,145149980,+,chr8
PER1,8059647,8059647,-,chr17
HTR1F,88039846,88039846,+,chr3
TMTC2,83080914,83080914,+,chr12
HES7,8027422,8027422,-,chr17
FARSA,13044525,13044525,-,chr19
SPTY2D1,18655889,18655889,-,chr11
C10orf67,23633726,23633726,-,chr10
SAMD4B,39833071,39833071,+,chr19
LINC00670,12453317,12453317,+,chr17
CYP11B2,143999259,143999259,-,chr8
GIMAP7,150211960,150211960,+,chr7
ALOXE3,8006998,8006998,-,chr17
EDC3,74988357,74988357,-,chr15
TCAIM,44379621,44379621,+,chr3
FUCA1,24194780,24194780,-,chr1
PXT1,36410631,36410631,-,chr6
GGN,38878463,38878463,-,chr19
HNRNPCL1,13007404,13007404,-,chr1
TMEM125,43736339,43736339,+,chr1
ZNF664,124457820,124457820,+,chr12
SIGLECL1,51754340,51754340,+,chr19
CALR,13049423,13049423,+,chr19
LINC00311,85316564,85316564,+,chr16
MAGED1,51636724,51636724,+,chrX
RP11-111M22.2,76092367,76092367,+,chr11
LDLRAD3,35965628,35965628,+,chr11
CDH4,59827317,59827317,+,chr20
SMCO3,14967116,14967116,-,chr12
RAD23A,13056676,13056676,+,chr19
C2orf71,29297389,29297389,-,chr2
GADD45GIP1,13068037,13068037,-,chr19
DAND5,13080660,13080660,+,chr19
TMEM151A,66059365,66059365,+,chr11
PTPN11,112856751,112856751,+,chr12
NSUN7,40751972,40751972,+,chr4
ZCCHC5,77914825,77914825,-,chrX
FAM156B,52920336,52920336,+,chrX
WSCD1,5973747,5973747,+,chr17
RAB39A,107799174,107799174,+,chr11
CLK3,74908192,74908192,+,chr15
HLA-DQB1,32634434,32634434,-,chr6
GATA2,128212043,128212043,-,chr3
ARID3B,74833598,74833598,+,chr15
TMEM31,102965837,102965837,+,chrX
PACS2,105781151,105781151,+,chr14
ELMOD2,141445322,141445322,+,chr4
EGR3,22550993,22550993,-,chr8
C1orf101,244624725,244624725,+,chr1
GPC5,92050885,92050885,+,chr13
VWA1,1371096,1371096,+,chr1
LINC00174,65866325,65866325,-,chr7
DNAJB8,128186091,128186091,-,chr3
GEMIN4,655501,655501,-,chr17
HNRNPCL4,13183872,13183872,-,chr1
FJX1,35640008,35640008,+,chr11
GM140,181205524,181205524,+,chr1
KLHL28,45431150,45431150,-,chr14
MKRN3,23810821,23810821,+,chr15
ZBTB18,244212002,244212002,+,chr1
OR9A2,142724282,142724282,-,chr7
C14orf28,45366490,45366490,+,chr14
ALOX12B,7983261,7983261,-,chr17
SLC17A8,100750852,100750852,+,chr12
EIF3J-AS1,44829065,44829065,-,chr15
SHARPIN,145158669,145158669,-,chr8
LBX2,74730441,74730441,-,chr2
DNHD1,6518510,6518510,+,chr11
SLITRK4,142723920,142723920,-,chrX
HTR1D,23521222,23521222,-,chr1
GCC1,127225650,127225650,-,chr7
LSMEM2,50316518,50316518,+,chr3
RNF151,2016857,2016857,+,chr16
CIITA,10971059,10971059,+,chr16
ZFPM1,88519688,88519688,+,chr16
ALOX15B,7942377,7942377,+,chr17
PLD6,17109647,17109647,-,chr17
GPHB5,63785649,63785649,-,chr14
GRM8,126892994,126892994,-,chr7
CDC42EP4,71308126,71308126,-,chr17
OR2AP1,55968199,55968199,+,chr12
OR6C4,55944983,55944983,+,chr12
ZBTB42,105266918,105266918,+,chr14
LACC1,44453709,44453709,+,chr13
MAF1,145159395,145159395,+,chr8
TPPP2,21498382,21498382,+,chr14
FCER1A,159272126,159272126,+,chr1
RPRML,45056619,45056619,-,chr17
ARL14,160394948,160394948,+,chr3
LINC00305,61816264,61816264,-,chr18
OR6C2,55845998,55845998,+,chr12
WDR97,145164628,145164628,+,chr8
NLRP8,56459198,56459198,+,chr19
PCED1B,47473405,47473405,+,chr12
APOBEC3B,39378405,39378405,+,chr22
SYCN,39694903,39694903,-,chr19
CTD-2144E22.5,34256120,34256120,+,chr16
PIPOX,27370206,27370206,+,chr17
FOXS1,30433407,30433407,-,chr20
ATOH7,69991868,69991868,-,chr10
CDH5,66400594,66400594,+,chr16
LRRC3B,26664297,26664297,+,chr3
FAM216B,43355751,43355751,+,chr13
MRGPRX4,18194384,18194384,+,chr11
MYADM,54371137,54371137,+,chr19
MRGPRX3,18154251,18154251,+,chr11
MROH1,145202919,145202919,+,chr8
SERTAD2,64881047,64881047,-,chr2
AKAP5,64932219,64932219,+,chr14
NKPD1,45663408,45663408,-,chr19
GIPC3,3585476,3585476,+,chr19
CITED4,41328035,41328035,-,chr1
ABCA13,48211055,48211055,+,chr7
NLRP11,56343365,56343365,-,chr19
PDXDC1,15068868,15068868,+,chr16
C1orf194,109655369,109655369,-,chr1
ZNF154,58220572,58220572,-,chr19
R3HDM2,57824756,57824756,-,chr12
B3GNT3,17905972,17905972,+,chr19
ITLN1,160854960,160854960,-,chr1
NRXN1,51259270,51259270,-,chr2
SEPHS2,30457194,30457194,-,chr16
OR10A7,55614809,55614809,+,chr12
GPBAR1,219125738,219125738,+,chr2
ZNF784,56135932,56135932,-,chr19
ZNF648,182030847,182030847,-,chr1
C14orf119,23564769,23564769,+,chr14
CCR8,39371219,39371219,+,chr3
LINC00652,18774623,18774623,-,chr20
GOLGA8J,30375256,30375256,+,chr15
BBS10,76742195,76742195,-,chr12
FIZ1,56110883,56110883,-,chr19
PUF60,144911485,144911485,-,chr8
SSC5D,55999804,55999804,+,chr19
DCTPP1,30441336,30441336,-,chr16
ZNF771,30418927,30418927,+,chr16
CRIPAK,1385340,1385340,+,chr4
TSHZ1,72922819,72922819,+,chr18
PSTK,124739938,124739938,+,chr10
SOCS4,55493954,55493954,+,chr14
ZADH2,72921089,72921089,-,chr18
OR1E1,3301704,3301704,-,chr17
ZNF48,30406754,30406754,+,chr16
FAM71E2,55874628,55874628,-,chr19
NKX2-6,23564082,23564082,-,chr8
TMEM150B,55836709,55836709,-,chr19
C10orf91,134258658,134258658,+,chr10
ANKRD18A,38620586,38620586,-,chr9
WFDC11,44298909,44298909,-,chr20
OR3A1,3195894,3195894,-,chr17
1-Sep,30393882,30393882,-,chr16
TRNAU1AP,28879597,28879597,+,chr1
EXOC3,443291,443291,+,chr5
TDRD6,46655642,46655642,+,chr6
C12orf40,40020009,40020009,+,chr12
CSNK1A1L,37679801,37679801,-,chr13
LYNX1,143858618,143858618,-,chr8
TH,2193045,2193045,-,chr11
MED14,40595136,40595136,-,chrX
FAHD1,1877226,1877226,+,chr16
TDRP,494834,494834,-,chr8
RCC1,28832556,28832556,+,chr1
WFDC9,44259901,44259901,-,chr20
MYLPF,30386123,30386123,+,chr16
F2,46740781,46740781,+,chr11
FAM71C,100041531,100041531,+,chr12
PRKRA,179315869,179315869,-,chr2
ZNRF2,30324237,30324237,+,chr7
RRH,110749128,110749128,+,chr4
SLC9A4,103089789,103089789,+,chr2
ZNF816,53466126,53466126,-,chr19
PRNT,4721314,4721314,-,chr20
FGD6,95611185,95611185,-,chr12
ADGRD2,127213879,127213879,+,chr9
GPR139,20085239,20085239,-,chr16
MGC45922,51312131,51312131,+,chr19
PLD5,242687996,242687996,-,chr1
OAZ2,64995414,64995414,-,chr15
WFDC10A,44258378,44258378,+,chr20
PNPLA1,36210774,36210774,+,chr6
ALX1,85673998,85673998,+,chr12
CCDC43,42767130,42767130,-,chr17
KCTD4,45768809,45768809,-,chr13
C17orf104,42733836,42733836,+,chr17
FZD2,42634852,42634852,+,chr17
TIGD2,90032720,90032720,+,chr4
CCDC129,31569371,31569371,+,chr7
HCLS1,121379750,121379750,-,chr3
MTURN,30174602,30174602,+,chr7
ZNF609,64752781,64752781,+,chr15
PAK2,196466772,196466772,+,chr3
CCDC66,56591203,56591203,+,chr3
DEFB124,30064560,30064560,-,chr20
KRTAP9-7,39431911,39431911,+,chr17
ATP5EP2,28519343,28519343,+,chr13
MCFD2,47142907,47142907,-,chr2
LINC00304,89228761,89228761,+,chr16
HARBI1,46638777,46638777,-,chr11
DEFB123,30028449,30028449,+,chr20
C11orf71,114271224,114271224,-,chr11
CYP8B1,42917347,42917347,-,chr3
OR6K6,158724510,158724510,+,chr1
TPRXL,14058810,14058810,+,chr3
SERTM1,37248157,37248157,+,chr13
GAS1,89562421,89562421,-,chr9
HMHA1,1067316,1067316,+,chr19
OR10Q1,57996390,57996390,-,chr11
ZNF571,38085693,38085693,-,chr19
GLIPR1L2,75784882,75784882,+,chr12
DEFB119,29978346,29978346,-,chr20
FAM73A,78245309,78245309,+,chr1
KCNE1,35884508,35884508,-,chr21
PRR26,695985,695985,+,chr10
NRIP1,16437309,16437309,-,chr21
ZSCAN4,58180303,58180303,+,chr19
BHLHA15,97840780,97840780,+,chr7
RNF182,13925191,13925191,+,chr6
TSPYL5,98290134,98290134,-,chr8
FUT7,139927503,139927503,-,chr9
HIST1H2AC,26124400,26124400,+,chr6
EIF2S3L,10658201,10658201,+,chr12
SKIDA1,21807205,21807205,-,chr10
HIST1H2BC,26124154,26124154,-,chr6
MB21D2,192635645,192635645,-,chr3
GSX2,54966330,54966330,+,chr4
SSTR2,71161149,71161149,+,chr17
ZNF594,5095150,5095150,-,chr17
PCGF5,92922790,92922790,+,chr10
SLC47A2,19619923,19619923,-,chr17
PRF1,72362469,72362469,-,chr10
OR2A4,132022541,132022541,-,chr6
MAB21L1,36051346,36051346,-,chr13
YOD1,207224334,207224334,-,chr1
TMEM64,91658311,91658311,-,chr8
C3orf22,126277775,126277775,-,chr3
OR10K2,158390656,158390656,-,chr1
RP11-290F5.2,185274665,185274665,-,chr4
CHRM4,46408158,46408158,-,chr11
SHISA2,26625169,26625169,-,chr13
S1PR5,10628123,10628123,-,chr19
CLRN3,129691204,129691204,-,chr10
GPR157,9189161,9189161,-,chr1
CHST13,126242998,126242998,+,chr3
AGTR2,115302003,115302003,+,chrX
SLC36A4,92931141,92931141,-,chr11
ZDHHC20,22033407,22033407,-,chr13
ANKRD30B,14748171,14748171,+,chr18
OR51E1,4665158,4665158,+,chr11
ZFP3,4981762,4981762,+,chr17
ARSJ,114900803,114900803,-,chr4
HOXC9,54393945,54393945,+,chr12
MAP3K15,19533626,19533626,-,chrX
PPA1,71993151,71993151,-,chr10
HOXC10,54378930,54378930,+,chr12
PSMG4,3259233,3259233,+,chr6
BHLHE22,65492922,65492922,+,chr8
MAP6D1,183543309,183543309,-,chr3
ZNF443,12551814,12551814,-,chr19
LINC01559,13529609,13529609,-,chr12
LINC01555,85100703,85100703,-,chr1
CXCR2,218990786,218990786,+,chr2
DEFB112,50016364,50016364,-,chr6
GREM2,240775455,240775455,-,chr1
C11orf42,6226787,6226787,+,chr11
SSR4,153060123,153060123,+,chrX
CAPS2,75784681,75784681,-,chr12
ZNF792,35455128,35455128,-,chr19
CUEDC1,56032773,56032773,-,chr17
SCRIB,144897891,144897891,-,chr8
KCTD2,73043320,73043320,+,chr17
D2HGDH,242674045,242674045,+,chr2
TTTY11,8685423,8685423,-,chrY
OXTR,8811299,8811299,-,chr3
CMTR2,71323305,71323305,-,chr16
OR56B4,6128914,6128914,+,chr11
FAM83H,144815949,144815949,-,chr8
OR56A1,6048971,6048971,-,chr11
ZNF572,125985558,125985558,+,chr8
ST20,80216010,80216010,-,chr15
PITPNB,28315244,28315244,-,chr22
TCEAL8,102510083,102510083,-,chrX
OR52E4,5905501,5905501,+,chr11
LRRC57,42840984,42840984,-,chr15
OR52N2,5841544,5841544,+,chr11
MRPL14,44095160,44095160,-,chr6
GPR137C,53019604,53019604,+,chr14
C1orf105,172422049,172422049,+,chr1
OR52N1,5810046,5810046,-,chr11
BBS12,123653917,123653917,+,chr4
ZFP82,36909546,36909546,-,chr19
OR52N5,5799897,5799897,-,chr11
C17orf47,56621683,56621683,-,chr17
LSMEM1,112121046,112121046,+,chr7
NQO1,69760463,69760463,-,chr16
AEN,89164572,89164572,+,chr15
FKRP,47249315,47249315,+,chr19
TRAPPC5,7745719,7745719,+,chr19
RPH3AL,202598,202598,-,chr17
SLC25A42,19174803,19174803,+,chr19
FCRL6,159770302,159770302,+,chr1
METTL23,74722921,74722921,+,chr17
SLC26A11,78194237,78194237,+,chr17
HIGD1A,42845980,42845980,-,chr3
CHRM2,136553399,136553399,+,chr7
OR52N4,5775923,5775923,+,chr11
MAPK15,144798519,144798519,+,chr8
EHMT1,140513463,140513463,+,chr9
ADIPOQ,186560499,186560499,+,chr3
F2R,76011960,76011960,+,chr5
ZNF707,144766657,144766657,+,chr8
MUC16,9092018,9092018,-,chr19
NPM1,170814853,170814853,+,chr5
PJA1,68385293,68385293,-,chrX
DHTKD1,12111008,12111008,+,chr10
PENK,57359200,57359200,-,chr8
C4orf50,5991545,5991545,-,chr4
HIST3H2A,228645574,228645574,-,chr1
ZNF746,149194766,149194766,-,chr7
POLR2A,7387685,7387685,+,chr17
TMEM132C,128751716,128751716,+,chr12
SLC25A41,6433774,6433774,-,chr19
TMEM136,120196008,120196008,+,chr11
OR5AK2,56756347,56756347,+,chr11
FRAT2,99094481,99094481,-,chr10
TMEM102,7338754,7338754,+,chr17
TMEM132E,32907768,32907768,+,chr17
ZNF322,26659974,26659974,-,chr6
NME9,138048665,138048665,-,chr3
SPEM1,7323643,7323643,+,chr17
HEPHL1,93754525,93754525,+,chr11
LRRC75A,16395421,16395421,-,chr17
OFCC1,10211841,10211841,-,chr6
OR5M8,56258846,56258846,-,chr11
CCL13,32683499,32683499,+,chr17
CCDC108,219906238,219906238,-,chr2
DDX60L,169401638,169401638,-,chr4
SYNE4,36499702,36499702,-,chr19
OGFOD3,80376462,80376462,-,chr17
WASH1,29739,29739,-,chr9
UTS2R,80332106,80332106,+,chr17
AATK,79102684,79102684,-,chr17
DDN,49393158,49393158,-,chr12
SAGE1,134971363,134971363,+,chrX
ZNF467,149470677,149470677,-,chr7
SOX2,181429714,181429714,+,chr3
ZNF678,227751261,227751261,+,chr1
TMEM45A,100211463,100211463,+,chr3
RAP2B,152880030,152880030,+,chr3
ZBTB2,151712694,151712694,-,chr6
RNF135,29298066,29298066,+,chr17
OR6T1,123814580,123814580,-,chr11
ACBD4,43213054,43213054,+,chr17
OR8D4,123776853,123776853,+,chr11
SGSH,78194132,78194132,-,chr17
MAB21L2,151503303,151503303,+,chr4
FANCB,14891181,14891181,-,chrX
EDDM3B,21236563,21236563,+,chr14
SETD2,47205603,47205603,-,chr3
EDDM3A,21214046,21214046,+,chr14
C6orf223,43968322,43968322,+,chr6
TMIE,46742882,46742882,+,chr3
MEX3D,1568324,1568324,-,chr19
OR52D1,5509915,5509915,+,chr11
MRPS23,55927405,55927405,-,chr17
OR52H1,5566753,5566753,-,chr11
FDCSP,71091841,71091841,+,chr4
GPR135,59932098,59932098,-,chr14
SLX1B,29465822,29465822,+,chr16
ANKRD62,12093846,12093846,+,chr18
P2RY13,151047337,151047337,-,chr3
TNFSF15,117568319,117568319,-,chr9
ZFP41,144329109,144329109,+,chr8
PHLDA2,2950650,2950650,-,chr11
ATG9B,150721581,150721581,-,chr7
GPR88,101003714,101003714,+,chr1
HKR1,37808813,37808813,+,chr19
PLAG1,57123832,57123832,-,chr8
OR8H1,56058566,56058566,-,chr11
OR5T1,56043115,56043115,+,chr11
YIPF6,67718893,67718893,+,chrX
OR5T2,56000661,56000661,-,chr11
ZBTB20,114343792,114343792,-,chr3
OR2Z1,8841316,8841316,+,chr19
C3orf58,143690665,143690665,+,chr3
C5orf30,102594467,102594467,+,chr5
OR8K5,55927793,55927793,-,chr11
AMIGO1,110052349,110052349,-,chr1
OR8H3,55889849,55889849,+,chr11
OR8H2,55872494,55872494,+,chr11
GPR3,27719163,27719163,+,chr1
TMEM252,71155799,71155799,-,chr9
ODF3L2,472631,472631,-,chr19
OR5AS1,55797895,55797895,+,chr11
ACTL9,8809145,8809145,-,chr19
SIAH2,150480935,150480935,-,chr3
COPG1,128968449,128968449,+,chr3
ADGRB1,143531031,143531031,+,chr8
LINC00471,232379088,232379088,-,chr2
OR6S1,21109850,21109850,-,chr14
SLC9A9,143567300,143567300,-,chr3
LSM10,36863507,36863507,-,chr1
RELL1,37687998,37687998,-,chr4
RFX7,56535978,56535978,-,chr15
SLC35C1,45826700,45826700,+,chr11
TIGIT,114012875,114012875,+,chr3
RNF41,56615650,56615650,-,chr12
SLC2A4,7185039,7185039,+,chr17
FTMT,121187581,121187581,+,chr5
IBA57,228353505,228353505,+,chr1
CLDN7,7165797,7165797,-,chr17
ZNF329,58662156,58662156,-,chr19
ZNF101,19779648,19779648,+,chr19
OR4C6,55432643,55432643,+,chr11
C5orf24,134181686,134181686,+,chr5
